"Name","Account Category","Billing City","Billing State","Billing Postal Code","Date Subscribed","ID","Config ID","Subscription Status","Subscription Opportunity","Subscription Fee","Twitter"
"Triangle Pharmacy - Ravenna, OH","Affiliate","Ravenna","OH","44266","","c8722115-aa7c-095e-8f8a-52603f0145e5","","","Pro Monthly","","Yes"
"South Baltimore Pharmacy","Affiliate","Baltimore","MD","21225-1228","10/05/2015","bdecb196-427d-cc87-d052-557b05b11089","4103558500","","Premier Monthly","","No"
"Athens Pharmacy","Affiliate","Athens","Alabama","35611-2456","08/28/2015","80adcc75-35df-bdd1-c849-5559fb2013a3","2562322242","","","","No"
"Downtown Discount Drugs","Affiliate","Rockford","IL","61101-1103","04/03/2015","20d4afa5-fd43-f9ed-fd8a-53078b09f23d","8159622166","","Digital Marketing (Base)","","No"
"Stotts Drug Store","Affiliate","Searcy","AR","72143","","667c0407-1043-2211-34d5-51d2d869f8f9","5012682536","","Pro Yearly","","Yes"
"Stupid Cancer","Partner","","","","","92b8228c-ad16-8577-c196-50a56d4edda3","","","","","No"
"Marmaduke Pharmacy","Affiliate","Marmaduke","AR","72443","","c265054a-34a6-7c69-1057-51cb457d1621","","","","","Yes"
"Longe Sav-Mor Drug","Affiliate","Jackson","MI","49201","","bf8cf66d-3927-7ade-39fa-5316115d3697","","","","","No"
"Fallon Wellness Pharmacy Llc","Affiliate","Latham","NY","12110","10/05/2015","466ffcc2-9ad8-3ca0-da52-557b02086af3","5182202005","","Mobile (Monthly)","","No"
"Medical Center Health System","Affiliate","Odessa","TX","79761","","b952a6a7-86cd-1727-eb50-5069db34109d","","","","","No"
"Dauber Pharmacy","Affiliate","Mascoutah","IL","62258","","7c7f7426-3865-e430-ebd5-526042f1c50c","","","Pro Yearly","","Yes"
"Denver Drug and Photo (Child)","Affiliate","Denver","IA","50622","","23b76dc3-5b4b-da5f-061d-51796510c04f","","","","","Yes"
"Medicine Shoppe - Milford","Affiliate","Milford","PA","18337","","1fdc5046-3289-8ab5-ffc7-52b88706d333","","","","","No"
"Doc's Drugs Fairbury (child)","Affiliate","Fairbury","IL","61739","","988e1602-1aec-e010-3d2c-524f101cded2","","","","","No"
"Broken Arrow Family Drug","Affiliate","Broken Arrow","OK","74012","","5eed89c5-bf5c-ea30-0b17-535975b94982","","","Digital Marketing (Base)","","Yes"
"Eudora Drug- (Child)","Affiliate","Eudora","AR","71640","","103111b9-e920-74be-27ac-529e43689b96","","","Pro Monthly","","Yes"
"Simon's Pharmacy","Affiliate","Breaux Bridge","LA","70517","","94f32188-a184-2068-1f55-52a9f3d62b97","","","","","No"
"Lawrence Drug - Springfield, MO","Affiliate","Springfield","MO","65804?","","6a056085-1988-5453-7d00-51250c4c93e4","","","","","Yes"
"Liberty Software","Partner","","","","","cfd69548-4959-fb2d-34e2-527d4fc5f670","","","","","No"
"MedSavers Pharmacy","Affiliate","Austin","TX","78703","","1a02ca48-91bf-d49b-60f0-53c93a081afd","5124659292","","Premier Yearly","","Yes"
"Yorba Park Pharmacy","Affiliate","Orange","CA","92869","","922e74cb-b615-1afa-00fc-53597669a558","","","Prime Free NCPA Member Benefit","","Yes"
"Expressway Pharmacy","Affiliate","Brooklyn","NY","11220","06/12/2015","970c72ba-168c-d00d-f607-538ca832c336","7184391570","","Pro Monthly","","Yes"
"Marquez Pharmacy","Affiliate","Hialeah","FL","33012-6813","","b0871312-5575-2c1a-a4eb-535978fc4490","","","Pro Monthly","","No"
"Tug Valley Pharmacy","Affiliate","Williamson","WV","25661","08/28/2015","5d95b41e-89d5-3cee-afa0-557b053ce73e","3042358080","","Platinum Monthly","","No"
"Advance Outcome Management Pharmacy Services","Affiliate","Garden Grove","CA","92845","","59b127b3-1fe6-3785-f4a6-52cdbd9a6b0e","","","","","No"
"West Atlantic Pharmacy","Affiliate","Delray beach","FL","33446","","e64e8c83-c0d6-e74f-c3ae-527d53b29896","","","Prime Free NCPA Member Benefit","","Yes"
"The Medicine Shoppe Pharmacy - Houston","Affiliate","Houston","TX","77021","","4a6f6ae2-c8ad-8d1e-3a18-517aadeb5e11","","","","","No"
"Medicap Pharmacy 8209","Affiliate","Buena Vista","Virginia","24416","04/16/2015","b7b5f42f-eb05-7369-6a6c-552d8502b738","5402612896","","Platinum Monthly","","Yes"
"Asti's South Hills Pharmacy","Affiliate","Pittsburgh","PA","15234","","a7607919-17dd-1698-53b9-53d663da986e","4125612347","","Prime Free NCPA Member Benefit","","Yes"
"Kilgore Express Pharmacy-South Columbia (Child)","Affiliate","Columbia","MO","65203","07/27/2015","859af06e-7147-3322-7a5d-5359758d4599","","","Mobile (Monthly)","","No"
"John's Medical Pharmacy","Affiliate","Hillsboro","IL","62049","06/11/2015","15ba0b31-cc0f-782f-2a7d-537bc6aecb2c","2175325060","","Mobile (Monthly)","","No"
"Therese Schmoll","Member","","","","","75cf81b3-d1a5-bb40-c323-5019a94e4a20","","","","","Yes"
"McCully Times Pharmacy","Affiliate","Honolulu","HI","96826","","2b3c0c5c-c308-11b6-423e-5225ecf59d68","","","","","No"
"Paul's Pharmacy","Affiliate","Holland","MI","49423","","46845633-46ac-2194-d412-5242f0a4d5ad","","","","","Yes"
"Debbie's Family Pharmacy","Affiliate","Rogers","AR","","","8db6180a-e8f9-5147-85d8-5370f5b39182","","","Pro Monthly","","No"
"Pro Pharmacy & Discount","Affiliate","MIAMI","FL","33157","","ac57021b-42c9-28fd-8c25-535978c54024","3059713388","","","","No"
"Parkhurst Pharmacy","Affiliate","Grants","NM","87020","06/10/2015","7b145343-faf9-e328-3357-520e8d768cef","5052874641","","Prime Free NCPA Member Benefit","","Yes"
"McKenna Counseling Services","Affiliate","Tacoma","WA","98422","","4e9adf8b-6213-249c-da8b-5272855641a3","","","","","No"
"The Apothecary Shop","Affiliate","Lake Wales","FL","33853-4227","","f3edb1af-141f-fa1d-643b-51f7ea826054","","","Pro Monthly","","Yes"
"Autauga Pharmacy","Affiliate","Autaugaville","AL","36003","05/05/2014","85a3d63f-1137-48cb-3a41-5342b68d2853","3343581774","","","","Yes"
"Bond's Drug","Affiliate","Vienna","WV","26105","","4c137e84-afad-3ce3-27ce-5329ac934a63","","","","","No"
"Legacy Dental","Affiliate","Burleson","TX","76028","","c1ede529-0db6-9f2a-e67e-529518924176","","","","","No"
"Nice Pharmacy","Affiliate","Philadelphia","PA","19134","","2f1eebe1-69ad-8e6d-cde7-52b88745abbc","","","","","No"
"Ballweg Family Pharmacy","Affiliate","Prairie du Sac","WI","53578","","755128f7-2440-86c3-4c24-51b110bff814","6086436500","","Mobile (Monthly)","","Yes"
"Graves Drug - Winfield","Affiliate","Winfield","KS","67156","","1312d750-6d1b-c2e3-fd4b-51e815ef1456","","","","","Yes"
"Farmacia Sunray","Affiliate","Camden","NJ","08105","","66adeaa5-913d-2a4e-5120-52b886c673be","","","Pro Monthly","","No"
"The Medicine Shoppe #1957 London","Affiliate","London","OH","43140","","99efe826-2e39-9461-51f3-53078b0aeff9","","","","","No"
"Quality Care Drug, Centerbrook","Affiliate","Centerbrook","CT","06409","","f2ca464c-5951-b230-52f0-529c9bb20c04","","","Pro Monthly","","Yes"
"Peachtree Pharmacy","Affiliate","Peachtree Corners","GA","30092","04/22/2015","36d5fa47-ac0a-ef28-0dc5-5436a4f01cec","6786919079","","Compounding+ Yearly","","Yes"
"Darien Pharmacy","Affiliate","Darien","GA","31305","","c2497a40-fa56-7045-3ef3-53d167cebdc5","9124373784","","Pro Monthly","","Yes"
"Mott Pharmacy","Affiliate","Far Rockaway","NY","11691","","aed118ee-aacb-35bc-acb2-53df9ef882fc","","","Prime Free NCPA Member Benefit","","Yes"
"The Prescription Center (child)","Affiliate","Concord","NH","03301","05/01/2015","3295b93a-cefc-423e-e230-5543d2a62bd7","","","RxWiki TV Monthly","","No"
"Hoy's Drug","Affiliate","Cheyenne","WY","82001","","6ae8d9aa-d12c-1453-3b3e-535eb2bee78c","","","Prime Free NCPA Member Benefit","","No"
"Apothecary Of Harleysville","Affiliate","Harleysville","PA","19438-8157","05/07/2015","903a008b-0b36-72aa-a388-527d170e370c","2679328157","","Premier Yearly","","Yes"
"Crestwood Pharmacy","Affiliate","Mountain Top","PA","18707","","5888098e-240b-ccf0-a8f4-52b886cd5deb","","","Mobile (Monthly)","","No"
"Palo Verde Hospital","Affiliate","","","","","e5ea4369-19e2-52db-2492-51d2d8a4b44e","","","","","No"
"Scott & White Pharmacy - Cameron","Affiliate","Cameron","TX","76520","","394a7659-e846-18ae-cf92-52a5ecea96c8","","","","","No"
"Sheeley's Drug Store","Affiliate","Scranton","PA","18503","","bc5ffe40-f9bc-c75b-119f-52b887c0be44","","","","","No"
"Lee's Pharmacy North","Affiliate","McAllen","Tx","78504","","b2eb78a9-f357-84fb-bd33-5359755ee97d","","","","","No"
"Davidson Drugs - Siesta Key Village (child)","Affiliate","Sarasota","FL","34242","","e2f205f4-3b48-32f5-18b4-5258244eba8a","","","Pro Monthly","","No"
"Corner Pharmacy","Affiliate","Lexington","KY","40504","","5d32ecd3-fb46-fed0-b75c-521bae55f76e","","","","","Yes"
"Sav-On 11 Efros West Bloomfield","Affiliate","Novi","MI","48375","","3d38fb86-3834-5e62-da0c-52b49ca5f3bb","","","","","No"
"Ider Discount Drugs","Affiliate","IDER","AL","35981","","d21dd673-d46c-6ef4-e500-53284f3fce2d","","","","","No"
"Crossroads Family Pharmacy","Affiliate","Menlo","GA","30731","","7af88d24-24f1-b99f-c949-51fbc5e56f94","7068622064","","Pro Monthly","","Yes"
"University Compounding Pharmacy","Affiliate","San Diego","CA","92101","","339d80a7-9bae-564a-9bc7-51e46e62af9e","","","","","Yes"
"Thrifty White Pharmacy-Moose Lake 1","Affiliate","Moose Lake","MN","55767","","b6e6fc8d-7e03-91e5-0a34-522f7bf611c8","","","","","No"
"Eastern Sav-Mor Pharmacy","Affiliate","Ypsilanti","MI","48198","","e7e02f9d-bc85-7f4b-8b4d-52b49cbe4e78","","","","","No"
"Roden-Smith Pharmacy","Affiliate","Clovis","NM","88101","05/12/2015","52e2e47a-9330-e07a-2aee-544e8a27a4f0","5757623848","","Platinum Yearly","","Yes"
"Bay Street Pharmacy","Affiliate","Sebastian","FL","32958","","d4060f02-6bf1-5cad-d82e-512be2fa12c4","7725892043","","Pro Yearly","","Yes"
"Madison Pharmacy and Homecare, Inc","Affiliate","Madison","NC","27025","","33305b61-08e5-37a8-2eab-53dbf73ff6ff","","","Mobile (Monthly)","","Yes"
"Doctor's Pharmacy","Affiliate","Roseville","MI","48066","","e63ca43d-7bfc-04ce-d609-53078b3a85fa","","","","","No"
"Ravenswood Drug (Child)","Affiliate","Ravenswood","WV","26164","","84be4ab5-712f-88d4-495a-547356b10134","","","Prime Free NCPA Member Benefit","","Yes"
"Park View Pharmacy","Affiliate","Harrisonburg","VA","22802","","dc2cc769-00e6-fb15-7eab-522e28d07add","","","Pro Monthly","","No"
"Sartoris Pharmacy","Affiliate","Little Ferry","NJ","07643","","17e03564-033d-ecfe-ac08-527d1606c99f","","","","","Yes"
"Chris' Pharmacy and Gifts","Affiliate","Maurepas","LA","70449","","950feb86-d718-b328-1b5e-52a9f33aaa51","","","","","No"
"Shaver Pharmacy and Compounding Center","Affiliate","Pocatello","ID","83201","","1c470810-dda7-f108-df08-52616026e3cb","","","","","Yes"
"Central Drug Store","Affiliate","Baton Rouge","LA","70818","08/26/2015","3e21f090-7401-1cd6-674b-52a9f3778f6f","2252626200","","","","No"
"Machias Friendly Pharmacy","Affiliate","Marshfield","ME","4654","","77ef2652-d2bd-0b91-5db6-51d2d849baa2","","","","","Yes"
"Seaside Pharmacy","Affiliate","Stonington","ME","04681-0654","10/21/2015","293c602a-4719-a366-8247-540ddc04f702","","","Mobile (Monthly)","","Yes"
"Palace Drugs","Affiliate","Jersey City","NJ","07302","","ccbe01a7-2e8e-81dd-61d0-53874e65e9fb","2014323300","","Mobile (Monthly)","","Yes"
"Eco Pharmacy of Willowbrook (Child)","Affiliate","Houston","TX","77070","07/30/2015","e61752ff-c33f-bf55-f1b0-55ba46ffa1a1","","","Digital Marketing (Base)","","No"
"Blende Drug","Affiliate","Pueblo","CO","81006","","79d440e9-e339-d8f4-67c2-535eb7d9eccc","","","Pro Monthly","","No"
"Tasker's Drug Store","Affiliate","Coopersville","MI","49404","","aa2445c8-9ba5-201f-0551-53078bfb6820","","","","","No"
"Medicine Shoppe Pharmacy #2004","Affiliate","Chittenango","NY","13037","","3d1285d4-bc30-8cdc-f5cc-552445a2c484","","","Platinum Monthly","","Yes"
"Hometown Pharmacy - Chillicothe","Affiliate","Chillicothe","MO","64601","","2c390ba7-611d-05e8-b392-5460f2738bd5","","","Prime Free NCPA Member Benefit","","No"
"Kellstrom Pharmacy","Affiliate","Manhattan","KS","66502","08/25/2015","ad0fcf35-1df9-d72e-8ee5-535975d81c2e","7857761200","","","","No"
"Petersburg Rexall Drug Inc","Affiliate","Petersburg","AK","99833","","6b8b69c4-4ab7-1e05-2255-544fe82113f6","9077723265","","Pro Monthly","","Yes"
"Martin's Southgate Drug","Affiliate","Tumwater","WA","98501","","1e3a1151-9831-fb57-a9e3-51115237125e","","","Pro Monthly","","Yes"
"Belleville Hometown Pharmacy","Affiliate","Belleville","WI","53508","","9d660737-a85d-6f81-2dea-51dc40ef958a","","","","","Yes"
"Independent Pharmacy Alliance","Partner","Cranbury","NJ","","","a8142ccd-cbe6-9d87-9d0d-5261473ede8a","","","","","No"
"Fritz Drug Store","Affiliate","Staunton","IL","62088","","d90a9eac-c923-9add-66c7-53078b782f4a","","","Prime Free NCPA Member Benefit","","No"
"Josefs Pharmacy","Affiliate","Raleigh","NC","27610-2431","09/16/2015","31b97625-21b2-5919-a2fb-557b031e3bb1","9192122555","","","","No"
"Angleton Danbury Medical Center","Affiliate","","","","","eb5c18a9-0950-95be-615c-5069cfc4623f","","","","","No"
"Physicians & Surgeons Pharmacy","Affiliate","NORMAN","OK","73071","","aeb33737-208c-c16f-08ad-520e8de7141e","4053072155","","RxWiki TV Monthly","","Yes"
"Mclarty Drug & Surgical Supply","Affiliate","High Point","NC","27262","","b6925c51-5ee9-3c9d-6669-535975aa3528","","","","","No"
"Serenity Park Pharmacy","Affiliate","McCamey","TX","79752","","c0ce8303-68e9-35bd-44b4-5228f04f8811","","","","","Yes"
"Pennscare Family Pharmacy","Affiliate","Pennsville Township","NJ","08070","","93715273-eeb9-1be5-2555-52b8870c29b0","","","","","No"
"Dunwoody Pharmacy","Affiliate","Dunwoody,","GA","30338","","740c5a65-a80f-589c-543d-546672638b32","","","","","Yes"
"Aron's Pharmacy","Affiliate","Monroe","LA","71201","","148eaafa-5d5b-2bb4-d8a5-52a9f3ff7c9d","","","","","No"
"Sykes Pharmacy","Affiliate","Kalispell","MT","59901","10/20/2015","5a504ced-dbb6-83ad-53be-53597625f3c0","4062574806","","","","No"
"UVANTA Pharmacy - Northern Illinois","Affiliate","Des Plaines","IL","60018","","e9fceeb6-6081-dff7-d808-51c8a06a50c4","","","","","No"
"Ladue Pharmacy","Affiliate","Ladue","MO","63124","","bb71ccbc-4a27-0f06-10bf-53078bd1ef9f","","","","","No"
"Seitz Drug Company, Inc.","Affiliate","Ellsworth","KS","67439","","aa4e002c-145c-8a71-60df-51ca10323d0e","","","","","No"
"First Class Pharmacy","Affiliate","Philadelphia","PA","19136-3827","10/13/2015","35e4580e-0bdc-9a50-8d83-557b0656bb4b","2153313361","","Premier Monthly","","No"
"Univeristy of Mississippi Medical Center","Affiliate","Jackson,","MS","39216","","a0160b5b-6c1c-573d-dc52-526fb58d80f2","","","","","No"
"Walker's Pharmacy","Affiliate","Sterling","CO","80751","","6c597779-6454-b19b-dad9-535eb2ec813b","","","Pro Monthly","","No"
"Camelback Pharmacy","Affiliate","Phoenix","AZ","85018","","1690999b-d920-7dd9-66a4-5359741e66b2","","","Pro Monthly","","Yes"
"Thrifty White Pharmacy-Waseca","Affiliate","Waseca","MN","56093-2927","","1984804e-3332-48da-1c3f-522f7b0916b0","","","","","No"
"Baya Pharmacy East","Affiliate","Lake City","FL","32025","","8e1d8fb7-f2ac-7f57-45c8-51e6b254b787","","","","","No"
"Great Care Pharmacy- (Parent)","Affiliate","Miami Gardens","FL","33056","","57e6b0e4-9a78-c255-1679-5359759353d8","","","Platinum Monthly","","No"
"Caringbridge","Partner","","","","","d5162a59-e44d-26c3-f110-50a56d799f46","","","","","No"
"The Medicine Shoppe #0546","Affiliate","Springfield","IL","62702","","9091bbf4-2c27-6ec9-2873-52fbae8f0fec","","","","","No"
"Hospital Discount Drug","Affiliate","Douglas","Ga","31533","","60d9f1b8-5ff0-30a9-ca99-53e28e20ccf2","","","Pro Monthly","","Yes"
"Dismukes Pharmacy","Affiliate","Luling","TX","78648","04/01/2015","cd0e08bd-cb87-5534-a930-5519b67cfe38","8308752811","","Platinum Monthly","","No"
"Medicine Shoppe St. Charles","Affiliate","St. Charles","MO","63301","05/19/2015","102cea8d-bcd0-7b75-5572-52e80bc25a59","6369495593","","Digital Marketing (Base)","","Yes"
"Gulf Shores Family Pharmacy","Affiliate","Gulf Shores","AL","36542","","886c279f-e8dc-db8d-0127-54be8fc0e625","2519683784","","Pro Monthly","","Yes"
"Medicine Man Pharmacy","Affiliate","Post Falls","Idaho","83854","","85c5520e-1abd-d24f-4560-51f7ea0f68fb","","","","","Yes"
"Miller Pharmacy Forest City","Affiliate","Forest City","IA","50436","","ab31986f-fb92-cab9-d7df-53078b15b330","","","Pro Monthly","","Yes"
"Medicap Pharmacy Owasso","Affiliate","OWASSO","OK","74055","","3fd27f47-7223-ee4c-b7ce-520e999a0600","","","Platinum Monthly","","Yes"
"Care Health Mart Pharmacy","Affiliate","Dover","DE","19904","","4c8f6232-f065-3317-fb18-520e85852930","","","","","Yes"
"Tibbitts Family Pharmacy","Affiliate","Layton","UT","84040","","d27c8050-9ffb-f4ae-ee2f-5229f2f4989d","","","","","Yes"
"Park Plaza Pharmacy - Matawan","Affiliate","Matawan","NJ","7747","","c16b0241-82f6-e67d-06ca-51bf28c47a88","","","","","Yes"
"St. Martin Pharmacy","Affiliate","St. Martinville","LA","70582","07/06/2015","427b61e3-dea8-475c-49b6-52a9f3e16b37","3373947100","","Pro Monthly","","No"
"Corner Pharmacy, Inc.","Affiliate","Brooklyn","NY","11211-7108","08/20/2015","987509db-a864-98df-7b61-557b03545788","7185992771","","","","No"
"Myers Drug Store","Affiliate","Norristown","PA","19401","","a02dc0a2-854f-6512-852b-52b88707ec1b","","","","","No"
"Grass Lake Community Pharmacy","Affiliate","Grass Lake","MI","4240","","715a6808-9bd3-672f-afd5-535975183ffb","","","Prime Free NCPA Member Benefit","","Yes"
"Russell Ricci","Affiliate","","","","","6c60855a-4b19-4cad-4867-51154c53ac1e","","","","","Yes"
"First Street Family Health","Affiliate","Salida","CO","81201","","61416ad6-760a-8afe-6044-507c5131037a","","","","","No"
"Community Pharmacy","Affiliate","Tyrone","PA","16686","","ee9c14b3-f457-52f0-5526-549346a228cf","","","","","No"
"St. Bernard Drugs # 3","Affiliate","New Orleans","LA","70127","","2b16af8f-5694-fab4-c9eb-52a9f3c2d6d4","","","","","No"
"Coe Pharmacy","Affiliate","Cody","WY","82414","","2b914b7b-faeb-61c2-39bc-535eb7b71789","","","Prime Free NCPA Member Benefit","","No"
"Curry Pharmacy","Affiliate","Clinton","LA","70722","","719102a4-fe4e-88eb-c6bf-52a9f3b5aa2f","2256838195","","Platinum Monthly","","Yes"
"LTC Prescription Providers","Affiliate","Proctor","MN","55810","","46a88467-3e61-2bdb-be6b-53078b3621ac","","","","","No"
"Able Pharmacy","Affiliate","Gainesville","FL","32605","","ea645532-4d83-baed-1dbd-5436fde682c1","3525195795","","Pro Yearly","","Yes"
"Lakeland Pharmacy - Willow Springs (child)","Affiliate","Willow Springs","MO","65793","","80e70613-df39-d0ce-bc06-51fbddb6f37a","","","","","No"
"Neighborhood Pharmacy of Del Ray","Affiliate","Alexandria","VA","22301","","43ef41c4-1967-37fd-99c4-512783100ef8","","","Pro Monthly","","No"
"Cashway Pharmacy of Franklin","Affiliate","Franklin","LA","70538","","bd7707e0-5ccf-f6dd-494b-52a9f34e1986","","","","","Yes"
"Warm Springs Counseling Center","Affiliate","Boise","ID","83712","","f03ac8ff-2909-6df5-a43a-5272854752fc","","","","","No"
"Ruston Wellness & Compounding","Affiliate","Ruston","LA","71270","","67915219-919f-b42d-4962-5359766e0672","3182558106","","Pro Monthly","","No"
"Cross Plains Pharmacy","Affiliate","Cross Plains","WI","53528","","ee33bacb-d574-d75d-d073-51a607ed8577","6087983031","","","","Yes"
"Barmore Drug Stores Inc.","Affiliate","Lexington","NE","6885","","576e9c92-d16d-e982-cd11-51c3753d4cdb","","","Prime Free NCPA Member Benefit","","No"
"Croals Rexall Drugs","Affiliate","Barstow","CA","92311-3049","06/25/2015","92373fac-2373-8e41-cf0d-557b068c731a","7602568968","","Premier Monthly","","No"
"Shrivers Pharmacy - Nelsonville","Affiliate","Nelsonville","OH","45764","","eb3a77f8-c9a7-fe0d-790d-522a3844200e","","","","","No"
"Sunny Bay Pharmacy #3","Affiliate","Arcadia","CA","91006","","2e2fd679-1040-815c-6ecc-5437f0416260","6264459100","","Pro Yearly","","Yes"
"The Remedy Pharm","Affiliate","Torrance","CA","90505","10/08/2015","a5a3ed33-52a2-e585-c4bd-535976da0b71","3103750655","","Compounding+ Monthly","","No"
"Family Medical Pharmacy Inc","Affiliate","Williamsville","NY","14221","","2cfb9f55-504c-fc0e-161c-53c53c6a97a9","7165680800","","Pro Yearly","","Yes"
"V-Care Pharmacy and Surgical Supplies","Affiliate","Framingham","MA","01701","","5ca5b080-a2cb-0774-58ee-51a678d7c100","","","","","Yes"
"San Ramon Custom Care Pharmacy","Affiliate","San Ramon","CA","","","88bb227c-5333-c3bb-d64c-53eb7be47aa4","9258300555","","Pro Yearly","","No"
"K' an D' Pharmacy","Affiliate","Arkansas City","KS","67005","","48bbfc82-d25e-9ff6-6391-51d2d89390bd","","","","","Yes"
"Smith Drug Store","Affiliate","Rutledge","TN","37861-0399","07/31/2015","deaef398-128c-82de-91f4-535978fb28ef","8658285222","","Mobile (Monthly)","","No"
"Dr. Alex Reimann, ND","Affiliate","","","","","1fa7576a-f01e-cce3-e07b-5074b382e027","","","","","No"
"HKS Pharmacy","Affiliate","Philadelphia","PA","19140","","a1056e03-dc80-79f5-6913-52b8863a8136","","","","","No"
"North Florida Pharmacy - Fort White","Affiliate","Fort White","FL","32038","","d32306c5-6d0d-81f3-30a5-51d1930a8427","","","","","No"
"Pharmacy Plus","Affiliate","Jacksonville","FL","","","52bef317-23e1-82ca-bf10-5532961c2dec","","","Pro Monthly","","No"
"Thrifty White Pharmacy-Princeton","Affiliate","Princeton","MN","55371","","37dcd628-39c3-beda-ed2a-522f7b543730","","","","","No"
"Jackson Street Drug","Affiliate","Mexico","MO","65265","04/28/2015","c63f0544-2289-348b-fa0a-52ced42afcef","5735817561","","Pro Monthly","","No"
"Clinic Pharmacy Dickinson","Affiliate","Dickinson","ND","58601-3916","","7605316d-1010-23df-e8e7-53078b4a1818","","","","","No"
"Bennett's Creek Pharmacy","Affiliate","Suffolk","VA","23435","","2d87587a-b3c8-9dd2-52c0-526147d89ccf","","","Platinum Monthly","","Yes"
"K&K Pharmacy","Affiliate","Muleshoe","TX","79347","","b0f8e78c-fc32-75b1-19c2-51f7eaed430b","","","","","No"
"Sav-On Drugs 6 Grosse Ile","Affiliate","Imlay City","MI","48444","","e2fcc35f-146e-e762-95cd-52b49c5dedb3","","","","","No"
"Keith's Medical Park/Keith's Drive-In","Affiliate","Hastings","NE","68901","","46499507-e922-97e0-a64c-520e996be393","","","Prime Free NCPA Member Benefit","","Yes"
"Realo Discount Drugs","Affiliate","New Bern","NC","28562","","272ce367-e743-3036-7240-519a525f9f09","","","","","No"
"Newport Drug Center","Affiliate","Newport","KY","41071","","cceecaa2-388d-7692-552e-53597583a79c","","","Prime Free NCPA Member Benefit","","Yes"
"Dillon Community Pharmacy","Affiliate","Dillon","SC","29536","07/23/2015","d33bfe77-e775-37f2-82bf-55afd00c0ed4","","","Website Only Monthly","","No"
"Follansbee Pharmacy","Affiliate","Follansbee","WV","26037","","7dc3f707-c3d7-d271-01a2-5217a9fbaf52","3045271004","","","","No"
"Cowart Drug Company","Affiliate","Calera","Al","35040","","d2c8df6e-6369-8a78-71a9-5460e1e0f3cb","","","Pro Monthly","","No"
"Pekin Prescription Laboratory","Affiliate","Pekin","IL","61554-4818","08/19/2015","e9f35d5a-5f82-51bf-211e-557b022021b2","3093462141","","Premier Monthly","","No"
"Lakeview Pharmacy","Affiliate","Racine","WI","53403","","8910399d-90f6-e20d-7c21-521b5e62d135","","","","","Yes"
"Family  Pharmacy - Newberry","Affiliate","Aiken","SC","29801","","2bb6ddbc-6707-07ef-9b0f-522a06053173","","","","","No"
"Uptown Discount Drugs","Affiliate","Harrisburg","PA","17110","","6ff56bfb-eb88-364c-96f7-52b8875dd3c6","","","","","No"
"Todd's Prof. Pharmacy","Affiliate","Denver","CO","80210","","1a5ab78c-1de9-1e94-3111-535eb790bb9b","","","","","No"
"Arnzen Super Drug","Affiliate","Cottonwood","ID","83522","","c6b74b5e-38e9-28db-f956-53c43c81451e","2089623401","","Pro Monthly","","Yes"
"Austin Compounding Pharmacy","Affiliate","Austin","TX","78746","","db5cc4f0-1752-a062-6130-54f9fe368835","5123277455","","Platinum Yearly","","Yes"
"Delmar Pharmacy","Affiliate","Folcroft","PA","19032","06/08/2015","5b6a80fa-405b-52bb-d1c5-52b8869f8ea8","4844948899","","Mobile (Monthly)","","No"
"Harden Home Option","Affiliate","Austin","TX","78746","","dce34e04-1b8d-9670-5cc3-518a97967ea5","","","","","Yes"
"Laningham's Thrifty Way","Affiliate","Lake Charles","LA","70605","","9300d5e2-e8af-73de-1497-52a9f3465dc4","","","","","No"
"Queen's Pharmacy","Affiliate","Chicago","IL","60634","","325f476e-9898-d841-0d1a-53078ba482f0","7736222331","","Prime Free NCPA Member Benefit","","No"
"White Drug-West Fargo","Affiliate","West Fargo","ND","58078","","2646a1c6-e22a-50d2-9af9-522f7bb84f08","","","","","No"
"North Florida Pharmacy - Chiefland","Affiliate","Chiefland","FL","32626","","a09be2d1-4993-6cd9-17ef-51d193516a89","","","","","No"
"Wadham's Sav-Mor Pharmacy","Affiliate","Kimball","MI","48074","","64c5b757-4e91-4709-b71c-52b49c2780e7","","","","","No"
"Thrifty White Pharmacy-Beaver Dam","Affiliate","Beaver Dam","WI","53916-2041","","167d1db1-b1a1-3464-4dff-522f7b3e11aa","","","Platinum Monthly","","No"
"White Drug-Minot 1","Affiliate","Minot","ND","58701","","99ec983e-110f-209b-9ea3-522f7b5733f7","","","","","No"
"Thrifty White Pharmacy-Fertile","Affiliate","Fertile","MN","56540","","d4c6b85b-9123-eb8a-ccb7-522f7bda5db9","","","","","No"
"Smart Pharmacy","Affiliate","Jacksonville","FL","32224","08/03/2015","24d0979b-d80a-5f99-7c93-5330b335ae45","","","Digital Marketing (Base)","","Yes"
"Upper Darby Family Pharmacy","Affiliate","Upper Darby","PA","19082","","a1fd8b8b-3365-255d-7888-52bdc55b4338","","","","","No"
"Blount's Mutual Drugs","Affiliate","Edenton","NC","27932","","aad81435-a732-664b-64f7-530d00d40eaf","","","Prime Free NCPA Member Benefit","","Yes"
"Modern Pharmacy","Affiliate","Cheboygan","MI","49721","07/21/2015","b8778a12-5197-00b6-fadf-5594458ed490","2316279949","","Premier Yearly","","No"
"Wheaton Drug Co","Affiliate","Wheaton","MN","56296-1307","09/17/2015","7a557eeb-342a-1176-866e-557b02b78fed","3205634151","","Mobile (Monthly)","","No"
